,title,description
8813,DevOps Engineer,"['Administracja usługami infrastrukturalnymi IT: RHEL, Red Hat IDM, Red Hat Satellite, oraz wybranych usług WAF, Reverse Proxy, Konteneryzacja, Ansible i automatyzacja, Gluster, MinIO, w tym instalacja, konfiguracja, optymalizacja, podnoszenie wersji i implementacja poprawek, monitorowanie dostępności, rozwiązywanie problemów', 'Współpraca z dostawcami w zakresie realizacji projektów rozwojowych i rozwiązywania problemów; Aktywna konsultacja z zespołami w celu optymalizacji wykorzystywanych narzędzi', 'Opracowywanie standardów, zasad, procedur i dokumentacji projektowej oraz powykonawczej dla systemów informatycznych', 'Zarządzanie użytkownikami, grupami, rolami, uprawnieniami oraz schematami', 'Planowanie, projektowanie i wdrażanie zmian w istniejących systemach informatycznych', 'Planowanie, projektowanie i wdrażanie nowych systemów informatycznych']"
8814,Backend Developer (project-based) - Remote ,"[' Developing and maintaining APIs and services to support blockchain applications.  Building integrations with blockchain protocols and Web3 tools. ', ' Managing and optimizing server-side code and databases. ', ' Ensuring security and data integrity for applications. ', ' Collaborating effectively with front-end developers and other team members to deliver seamless experiences.']"
8815,Cloud Engineer,"['\xa0\xa0\xa0\xa0\xa0\xa0 Build the foundation of the Bamboo Health platform with product and engineering teams\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Be a hands-on engineer, developing automations and services driving the platform’s core\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Diagnose, resolve, and prevent recurrences of production issues\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Optimize current solutions with a focus on cost, reliability, and performance\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Quickly triage and resolve production situations as they arise\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Evaluate new software and service offerings against the current platform vision\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Work with our security team to continuously ensure our platform’s compliance with HITRUST and other standards\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Collaborate with cross-functional departments\xa0']"
8816,Cloud Engineer,"['\xa0\xa0\xa0\xa0\xa0\xa0 Build the foundation of the Bamboo Health platform with product and engineering teams\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Be a hands-on engineer, developing automations and services driving the platform’s core\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Diagnose, resolve, and prevent recurrences of production issues\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Optimize current solutions with a focus on cost, reliability, and performance\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Quickly triage and resolve production situations as they arise\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Evaluate new software and service offerings against the current platform vision\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Work with our security team to continuously ensure our platform’s compliance with HITRUST and other standards\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0 Collaborate with cross-functional departments\xa0']"
8817,Data Engineer Lead,"['Collaborate with business stakeholders to gather and analyze requirements.', 'Analyze and map source data to target systems.', 'Design and develop near real-time data processes for large datasets, ensuring maintainability and performance.', 'Create reconciliation processes to ensure high-quality, accurate data streaming.', 'Maintain and support data streaming processes, ensuring timely delivery to third parties.', 'Focus on data quality assurance and collaborate with QA and data warehouse teams.', 'Troubleshoot and resolve issues in data processes.', 'Communicate clearly with stakeholders about data load statuses and issues.', 'Participate in team and project update meetings, brainstorming sessions, and continuous skill development.']"
8818,Data Engineer Lead,"['Collaborate with business stakeholders to gather and analyze requirements.', 'Analyze and map source data to target systems.', 'Design and develop near real-time data processes for large datasets, ensuring maintainability and performance.', 'Create reconciliation processes to ensure high-quality, accurate data streaming.', 'Maintain and support data streaming processes, ensuring timely delivery to third parties.', 'Focus on data quality assurance and collaborate with QA and data warehouse teams.', 'Troubleshoot and resolve issues in data processes.', 'Communicate clearly with stakeholders about data load statuses and issues.', 'Participate in team and project update meetings, brainstorming sessions, and continuous skill development.']"
8819,Senior Distributed Systems Engineer ,"['Projektowanie i programowanie szerokiej gamy modułów i komponentów w ramach systemu obsługującego ponad 10 mln zapytań na sekundę z latency poniżej 50 ms', 'Opieka nad wybranymi obszarami technicznymi lub biznesowymi', 'Zarządzanie zespołem projektowym, dokonywanie uzgodnień z innymi zespołami', 'Zapewnienie niezawodności i skalowalności budowanych rozwiązań', 'Analiza nowych technologii pod kątem możliwości zastosowania w warunkach produkcyjnych']"
8820,Senior Distributed Systems Engineer ,"['Projektowanie i programowanie szerokiej gamy modułów i komponentów w ramach systemu obsługującego ponad 10 mln zapytań na sekundę z latency poniżej 50 ms', 'Opieka nad wybranymi obszarami technicznymi lub biznesowymi', 'Zarządzanie zespołem projektowym, dokonywanie uzgodnień z innymi zespołami', 'Zapewnienie niezawodności i skalowalności budowanych rozwiązań', 'Analiza nowych technologii pod kątem możliwości zastosowania w warunkach produkcyjnych']"
8821,Remote Embedded Developer / Hardware Engineer,"['Design, develop, test, and maintain firmware for various embedded systems using C programming language', 'Work with Zephyr and FreeRTOS to create efficient and reliable firmware solutions', 'Work with Bluetooth, LoRa and other RF technologies', 'Write drivers and toolkits for digital components - sensors, PMICs, displays etc.', ""Work with 3rd party protocols and ecosystem integrations (eg. Apple Find My Network, Google's Find My Device)"", 'Improve manufacturing, testing and QA processes by collaborating on hardware-software integrations and testing tools. ', 'Maintain documentation for projects and codebases', 'Participate in code reviews and contribute to the improvement of coding standards', 'Stay up-to-date with industry trends and best practices in embedded systems development']"
8822,Senior Data Engineer,
8823,Lead Data Engineer,
8824,Business Analyst (+QA) 100% remote,"['Facilitate collaboration between development teams and business stakeholders, ensuring clarity and alignment on project objectives and deliverables.\xa0', 'Collaborate with developers to test and validate Python-based models on company servers (Python proficiency not required, but familiarity is a plus).\xa0', 'Conduct hands-on testing of models, identify bugs, and document issues for resolution.\xa0', 'Gather and refine requirements for development tasks, ensuring clarity and feasibility for the technical team.\xa0', 'Work closely with stakeholders to understand their needs, translate them into actionable tasks, and prioritize requests effectively.\xa0', 'Facilitate Agile ceremonies and practices, ensuring smooth sprint planning, stand-ups, and retrospectives.\xa0', 'Utilize tools such as Confluence and Jira for documentation, task management, and communication.\xa0', 'Provide insights and feedback to ensure the continuous improvement of models and processes.\xa0', 'Ensure alignment with business goals while adhering to project timelines and quality standards.\xa0']"
8825,Data Engineering Tech Lead (GCP),"['You will be a part of the team accountable for design, model and development of whole GCP data ecosystem for one of our Client’s (Cloud Storage, Cloud Functions, BigQuery).', 'Involvement throughout the whole process starting with the gathering, analyzing, modelling, and documenting business/technical requirements will be needed. The role will include direct contact with clients.  ', 'Guiding and mentoring the data engineering team, providing technical direction, overseeing the design and implementation of data solutions, and ensuring adherence to best practices and quality standards in data engineering projects. Train and mentor less experienced data engineers, providing guidance and knowledge transfer. ', 'Modelling the data from various sources and technologies. Troubleshooting and supporting the most complex and high impact problems, to deliver new features and functionalities. ', 'Designing and optimizing data storage architectures, including data lakes, data warehouses, or distributed file systems. Implementing techniques like partitioning, compression, or indexing to optimize data storage and retrieval. Identifying and resolving bottlenecks, tuning queries, and implementing caching strategies to enhance data retrieval speed and overall system efficiency. ', 'Identifying and resolving issues related to data processing, storage, or infrastructure. Monitoring system performance, identifying anomalies, and conducting root cause analysis to ensure smooth and uninterrupted data operations. ']"
8826,Data Engineering Tech Lead (GCP),"['You will be a part of the team accountable for design, model and development of whole GCP data ecosystem for one of our Client’s (Cloud Storage, Cloud Functions, BigQuery).', 'Involvement throughout the whole process starting with the gathering, analyzing, modelling, and documenting business/technical requirements will be needed. The role will include direct contact with clients.  ', 'Guiding and mentoring the data engineering team, providing technical direction, overseeing the design and implementation of data solutions, and ensuring adherence to best practices and quality standards in data engineering projects. Train and mentor less experienced data engineers, providing guidance and knowledge transfer. ', 'Modelling the data from various sources and technologies. Troubleshooting and supporting the most complex and high impact problems, to deliver new features and functionalities. ', 'Designing and optimizing data storage architectures, including data lakes, data warehouses, or distributed file systems. Implementing techniques like partitioning, compression, or indexing to optimize data storage and retrieval. Identifying and resolving bottlenecks, tuning queries, and implementing caching strategies to enhance data retrieval speed and overall system efficiency. ', 'Identifying and resolving issues related to data processing, storage, or infrastructure. Monitoring system performance, identifying anomalies, and conducting root cause analysis to ensure smooth and uninterrupted data operations. ']"
8827,Test Automation Lead - Remote,"['Taking ownership of test processes at the production team level.', 'Leading testers and driving the implementation and continuous improvement of effective testing practices.', 'Collaborating with stakeholders throughout all stages of the Software Development Life Cycle (SDLC), from planning to risk management, to achieve project and client goals.', 'Completing tasks on time while providing regular status updates.']"
8828,Software Engineer,"['Poszukujemy doświadczonego Software Engineer, który będzie odpowiedzialny za rozwój i optymalizację systemów wspierających zarządzanie kampaniami marketingowymi. Nasze projekty są oparte na technologii PHP, a część z nich planujemy zmodernizować, wykorzystując język Python.', 'Szukamy osoby z umiejętnościami w pracy z więcej niż jednym językiem programowania – w szczególności PHP i Python, gotowej do samodzielnego realizowania kluczowych zadań, a także do ewentualnej współpracy w niewielkim zespole. Głównym celem będzie rozwój istniejących rozwiązań oraz implementacja nowych funkcji, które będą odgrywały strategiczną rolę w naszych projektach.']"
8829,Software Engineer,"['Poszukujemy doświadczonego Software Engineer, który będzie odpowiedzialny za rozwój i optymalizację systemów wspierających zarządzanie kampaniami marketingowymi. Nasze projekty są oparte na technologii PHP, a część z nich planujemy zmodernizować, wykorzystując język Python.', 'Szukamy osoby z umiejętnościami w pracy z więcej niż jednym językiem programowania – w szczególności PHP i Python, gotowej do samodzielnego realizowania kluczowych zadań, a także do ewentualnej współpracy w niewielkim zespole. Głównym celem będzie rozwój istniejących rozwiązań oraz implementacja nowych funkcji, które będą odgrywały strategiczną rolę w naszych projektach.']"
8830,Senior Cloud DevOps Engineer,[]
8831,ETL Tester with SQL,"['Zapewnienie wysokiej dostępności systemu i działania procesów biznesowych.', 'Rozwój narzędzi monitorujących i automatyzujących monitoring.', 'Implementacja zmian w systemie podnoszących dostępność i efektywność realizacji procesów biznesowych (współpraca z zespołem developerskim).', 'Automatyzacja i usprawnianie systemu (tworzenie pipeline oraz rozbudowa środowiska w modelu CI/CD, wdrażanie aplikacji na Kubernetesa, implementacja architektury HA).']"
8832,Data Engineer (GCP),"['Working alongside Platform Engineers to assess and choose suitable technologies and tools for the project', 'Supporting and diagnosing technical problems of the data processing layer', 'Implementing intricate data intake procedures', 'Constructing efficient data models', 'Implementing and executing policies aligned to the strategic plans of the company concerning used technologies, work organization, etc.', 'Ensuring compliance with industry standards and regulations in terms of security and data privacy applied in the data processing layer', 'Providing training and fostering knowledge-sharing']"
8833,Data Engineer (GCP),"['Working alongside Platform Engineers to assess and choose suitable technologies and tools for the project', 'Supporting and diagnosing technical problems of the data processing layer', 'Implementing intricate data intake procedures', 'Constructing efficient data models', 'Implementing and executing policies aligned to the strategic plans of the company concerning used technologies, work organization, etc.', 'Ensuring compliance with industry standards and regulations in terms of security and data privacy applied in the data processing layer', 'Providing training and fostering knowledge-sharing']"
8834,Senior Data Engineer – Europe Ambulance initiative,"['Designing, developing, and maintaining the data layer for the existing solution. ', 'Sourcing data from both cloud and on-premise legacy solutions. ', 'Leveraging Databricks for data processing. ', ""Utilizing multiple Azure services, Delta tables, PowerBI, SQL Server in the solution's architecture. "", 'Developing robust and efficient code in Python, with extensive use of PySpark and other relevant frameworks', 'Utilizing Azure DevOps for pipelines development and management', 'Collaborating with Full Stack Engineers, Architects, and other team members from the program on a day-to-day basis. ']"
8835,Senior MLOps Engineer,"['Collaborating with Platform Engineers to set the infrastructure required to run MLOps processes efficiently', 'Implementing ML workflows / automating CI/CD pipelines', 'Automating model deployment and implementing model monitoring.', 'Collaborating with Platform Engineers to implement backup and disaster recovery processes for ML workflows, especially models and experiments', 'Collaborating with stakeholders to understand the key challenges and inefficiencies of Machine Learning project lifecycles within the company', 'Keeping abreast of the latest trends and advancements in data engineering and machine learning']"
8836,Senior MLOps Engineer,"['Collaborating with Platform Engineers to set the infrastructure required to run MLOps processes efficiently', 'Implementing ML workflows / automating CI/CD pipelines', 'Automating model deployment and implementing model monitoring.', 'Collaborating with Platform Engineers to implement backup and disaster recovery processes for ML workflows, especially models and experiments', 'Collaborating with stakeholders to understand the key challenges and inefficiencies of Machine Learning project lifecycles within the company', 'Keeping abreast of the latest trends and advancements in data engineering and machine learning']"
8837,Software Engineer,"['Collaborate Across Teams: Engage with software engineers, quality engineers, and international teams to develop and maintain a variety of projects.', 'Develop your technical skills: Deepen your expertise in frontend, backend and cloud technologies from various cloud providers, including Azure, GCP, and AWS.', 'Full-Stack Development: Design, develop, and implement front-end and back-end features based on backlog priorities.', 'Issue Resolution and Platform Improvement: Collaborate with internal cloud and support teams to identify and resolve issues, and to continuously improve our platform.', 'Agile Participation: Engage in an Agile environment by participating in code reviews, engineering design discussions, CI/CD processes and scrum activities.', ""Code Testing and Quality Assurance: Develop and execute automated test scripts to verify your own and other team members' code, ensuring high standards of quality.""]"
8838,Senior QA Engineer,"['Co-develop the application alongside developers, with a strong focus on maintaining and enhancing quality\xa0', 'Design, develop, and maintain automated tests', 'Create test cases and test strategies for automated tests', 'Execute manual tests', 'Review software requirements', 'Be a part of a Scrum team', 'Interact with customers to understand product requirements', 'Help to revamp the processes - spread successful ideas and solutions to other teams within the company']"
8839,Administrator Systemów Linux,"['Prowadzenie projektu od momentu wpłynięcia inicjatywy projektowej do momentu jego zakończenia.', 'Wsparcie projektów realizowanych przez Dział IT.', 'Bieżące utrzymanie infrastruktury i reakcja na zgłoszenia.', 'Bliska współpraca z biznesowymi właścicielami projektów oraz zespołem IT.', 'Przygotowanie raportów, analiz prowadzonych projektów.']"
8840,Android Automotive Software Engineer,"['AOSP Development', 'Contribute on AAOSP projecte development', 'Building emulator image for multi platforms (X86_64, ARM or cloud', 'based any other).']"
8841,Android Automotive Software Engineer,"['AOSP Development', 'Contribute on AAOSP projecte development', 'Building emulator image for multi platforms (X86_64, ARM or cloud', 'based any other).']"
8842,Power BI Data Analyst,"['Design and implement interactive Power BI dashboards and reports tailored to business needs;\xa0', 'Extract, transform, and analyze data from various sources for actionable insights;\xa0', 'Collaborate with stakeholders to understand requirements and translate them into visualization solutions;\xa0', 'Optimize the scalability, usability, and performance of Power BI solutions;\xa0', 'Provide training or documentation to enable internal teams to use Power BI efficiently.']"
8843,Power BI Data Analyst,"['Design and implement interactive Power BI dashboards and reports tailored to business needs;\xa0', 'Extract, transform, and analyze data from various sources for actionable insights;\xa0', 'Collaborate with stakeholders to understand requirements and translate them into visualization solutions;\xa0', 'Optimize the scalability, usability, and performance of Power BI solutions;\xa0', 'Provide training or documentation to enable internal teams to use Power BI efficiently.']"
8844,DevOps Engineer,"['Participating in planning, definition, and high-level design of the solution and exploration of solution alternatives.', 'Working on terraforming all our environments.', 'Producing and maintain clean code.', 'Ensuring high availability and recovery of our environments.', 'Producing high quality documentation.']"
8845,Remote Senior Fullstack Developer,"['End-to-end development of microservices (research, design, development, testing and maintaining)', 'Contribute to TypeScript-based client-side applications with a focus on performance and scalability.', 'Participate in code reviews, design discussions, and team collaboration sessions.', 'Collecting feedback from and collaborating with other engineers, product and business stakeholders across the company to deliver a best-in-class product.', 'Analyzing and improving the efficiency, scalability, and stability of various existing microservices.', 'Work with our modern microservice stack: Go & Typescript, Kubernetes, Postgres database, gRPC, GraphQL, Svelte/Kit']"
8846,Performance Tester,"['Creating Innovative Next-Generation Performance Tests', 'Planning and implementing tests', 'Building a performance testing environment', 'Preparing scripts using chosen tools (such as JMeter, Locust, Gatling, NeoLoad, and LoadRunner)', 'Collecting results with the use of APM Tools', 'Building automated analysis mechanisms', 'Conducting the full automation process using CI/CD tools, APM tools, Performance Testing tools, and automated analysis', 'Participating in demanding projects for clients from various sectors', 'Proposing performance indicators', 'Performing root cause analysis of performance problems']"
8847,Data Engineer,[]
8848,Expert/Senior DevOps Engineer - Cross Platform Team,"['utrzymywanie środowisk produkcyjnych i nie produkcyjnych dla wiodących platform', 'zapewnienie dostępności, wydajności oraz bezpieczeństwa wspieranych technologii i rozwiązań', 'obsługa błędów platformowych i procesowych', 'integracja rozwiązania z innymi systemami banku', 'rozwijanie obecnych i udział we wdrażaniu nowych technologii', 'tworzenie i utrzymywanie dokumentacji']"
8849,GCP Platform Engineer,"['Tworzenie i utrzymanie platform opartych na GCP dla zespołów AI/GenAI', 'Programowanie i rozwój API z wykorzystaniem Python (FAST API, Flask) lub Golanga', 'Zapewnianie bezpieczeństwa usług ']"
8850,GCP Platform Engineer,"['Tworzenie i utrzymanie platform opartych na GCP dla zespołów AI/GenAI', 'Programowanie i rozwój API z wykorzystaniem Python (FAST API, Flask) lub Golanga', 'Zapewnianie bezpieczeństwa usług ']"
8851,Inżynier DevOps,"['Zapewnienie wysokiej dostępności systemu i działania procesów biznesowych.', 'Rozwój narzędzi monitorujących i automatyzujących monitoring.', 'Implementacja zmian w systemie podnoszących dostępność i efektywność realizacji procesów biznesowych (współpraca z zespołem developerskim).', 'Automatyzacja i usprawnianie systemu (tworzenie pipeline oraz rozbudowa środowiska w modelu CI/CD, wdrażanie aplikacji na Kubernetesa, implementacja architektury HA).']"
8852,Inżynier DevOps,"['Zapewnienie wysokiej dostępności systemu i działania procesów biznesowych.', 'Rozwój narzędzi monitorujących i automatyzujących monitoring.', 'Implementacja zmian w systemie podnoszących dostępność i efektywność realizacji procesów biznesowych (współpraca z zespołem developerskim).', 'Automatyzacja i usprawnianie systemu (tworzenie pipeline oraz rozbudowa środowiska w modelu CI/CD, wdrażanie aplikacji na Kubernetesa, implementacja architektury HA).']"
8853,Software Engineer with C and Linux Device Drivers,"['Research and define how to implement client requirements and ideas best', 'Take part in technical discussions with the team and the client', 'Develop software using mainly C/C++, but other programming languages such as Python or Go may be used occasionally.', 'Create unit tests for your code, conduct code review, create documentation, and take part in other activities related to software development', 'Fix bugs efficiently and effectively and find workarounds for blockers', 'Occasionally, take part in technical pre-sales meetings']"
8854,Delphi Developer,"['Developing a card terminal simulator used for testing the WLPFO application - core Worldline product', 'Contributing to new features for the testing tool', 'Migrating the simulator to a Python-based test framework in the future', 'Developing and maintaining the existing program tool set in the complex subject area of the in-house test tool landscape in the financial sector', 'Familiarizing oneself with the Delphi language and working in a Delphi environment']"
8855,Delphi Developer,"['Developing a card terminal simulator used for testing the WLPFO application - core Worldline product', 'Contributing to new features for the testing tool', 'Migrating the simulator to a Python-based test framework in the future', 'Developing and maintaining the existing program tool set in the complex subject area of the in-house test tool landscape in the financial sector', 'Familiarizing oneself with the Delphi language and working in a Delphi environment']"
8856,Business Analyst (IT and Regulatory Reporting),"['Creating a strategy for preparing high-quality documents', 'Demonstrating compliance with regulations within the IRR (Integrity of Regulatory Reporting) program with focus on the accuracy of non-model-based calculations', 'Establishing a team of up to 5 people (the team will be responsible for ensuring report compliance with regulatory requirements)', 'Close cooperation with leaders from various IRR project areas (particular emphasis on working with the PRA team, responsible for regulations)', 'Ensuring solutions meet the expectations of the most important stakeholders in the organization, including subject matter experts', 'Defining the approach to project implementation', 'Transparent reporting of work status', 'Presenting progress and identified risks during management meetings', 'Personal accountability for team mobilization and effectiveness']"
8857,Mid/Senior Data Engineer,"['Development and maintenance of ETL and data platforms (Python, Scala, Spark, HDFS, Hive)', 'Development and maintenance of access applications for business users and user support (Airflow, Jupyterhub, Trino, Superset, MLFlow) in the context of Kubernetes, Docker, ArgoCD', 'Automation and CICD (Gitlab-CI)', 'Monitoring (Prometheus)', ""R&D, maintenance, and monitoring of the platform's components"", ""Implementing and executing policies aligned with the company's strategic plans concerning used technologies, work organization, etc.""]"
8858,Mid/Senior Data Engineer,"['Development and maintenance of ETL and data platforms (Python, Scala, Spark, HDFS, Hive)', 'Development and maintenance of access applications for business users and user support (Airflow, Jupyterhub, Trino, Superset, MLFlow) in the context of Kubernetes, Docker, ArgoCD', 'Automation and CICD (Gitlab-CI)', 'Monitoring (Prometheus)', ""R&D, maintenance, and monitoring of the platform's components"", ""Implementing and executing policies aligned with the company's strategic plans concerning used technologies, work organization, etc.""]"
8859,AWS Cloud Architect,"['Lead and run the migration project from large data centers (VMware On-Prem) to AWS Cloud', 'Perform comprehensive migration assessments and define migration strategies', 'Collaborate closely with the Cloud Automation Engineering Team', 'Act as a customer-facing liaison, ensuring clear communication and smooth project execution']"
8860,System Administrator (Windows),"['Praca przy projekcie bankowym. Praca ze stosem: Microsoft Windows 2003/2008/2012, MS SQL, PowerShell/Python, Kubernetes, Ansible, Jenkins, MSCS, Active Directory, ', 'Administracja systemami w dużej organizacji,', 'Projektowanie i wdrażanie lustrów MS SQL,', 'Programowanie skryptów (PowerShell/Python/SQL),', 'Automatyzacja wdrożeń.']"
8861,System Administrator (Windows),"['Praca przy projekcie bankowym. Praca ze stosem: Microsoft Windows 2003/2008/2012, MS SQL, PowerShell/Python, Kubernetes, Ansible, Jenkins, MSCS, Active Directory, ', 'Administracja systemami w dużej organizacji,', 'Projektowanie i wdrażanie lustrów MS SQL,', 'Programowanie skryptów (PowerShell/Python/SQL),', 'Automatyzacja wdrożeń.']"
8862,Senior Data Engineer z j. angielskim lub niemieckim (People and Project Analytics),"['Konsultowanie wewnętrznych klientów z działów marketingu i zarządzania produktami w dm w zakresie integracji danych do naszego Data Warehouse ', 'Modelowanie danych (3NF, Data Vault) ', 'Projektowanie, wdrażanie i eksploatacja procesów ETL/ELT (Informatica, Matillion, Snowflake) ', 'Współpraca w dalszym rozwoju i modernizacji naszego środowiska Business Intelligence w chmurze (Data Lake / Data Mesh) ', 'Wsparcie i projektowanie innowacyjnych projektów IT w obszarze Business Intelligence']"
8863,Senior Network Automation Software Engineer,"[' Maintain an understanding of long-term company strategy and ensure that designs will enable projects to meet the changing industry/competitive demand.', ' Implement and recommend viable architectural approaches that support long term maintainability, extensibility, and inter-operability of enterprise applications.', 'Ensure quality adherence.', 'Ensure best practices while meeting non-functional requirements.', 'Validate architecture that is defined and communicated.', 'Identify key engagement and solution risks and define mitigation strategies.', 'Review requirements, and work with necessary teams, ensuring there is agreement on what software is to be built and implemented.', 'Synthesize design, incorporate review comments, and provide critical review of other designs.', 'Build and test code to validate functionality against requirements.', 'Triage incoming items to validate reported issues and ensure reproducibility.', 'Develop and maintain strong, positive relationships with customers, vendors, peers, and other employees.', 'Participate in project retrospectives and contribute to continuous improvement of the software development life cycle.', 'Stay current on technologies.', 'Show accountability and ownership for the work undertaken.', 'Provide leadership and mentoring for other engineers.']"
8864,Senior Security Engineer,"['Integracja bezpieczeństwa w cykl życia tworzenia oprogramowania, zarządzanie lukami bezpieczeństwa, projektowanie i wdrażanie architektury bezpieczeństwa,', 'Przeprowadzanie regularnych ocen bezpieczeństwa, w tym analizy statycznej i dynamicznej kodu oraz skanowanie luk w aplikacjach webowych i mobilnych,', 'Wsparcie zespołów podczas incydentów bezpieczeństwa: analiza, ograniczanie i usuwanie naruszeń bezpieczeństwa,', 'Projektowanie zabezpieczeń we współpracy z architektami i inżynierami w celu nauczenia ich, jak projektować bezpieczne aplikacje i systemy, koncentrując się na modelowaniu zagrożeń, wzorcach bezpieczeństwa i najlepszych praktykach,', 'Opracowywanie i prowadzenie szkoleń z zakresu świadomości bezpieczeństwa dla zespołów programistycznych i inżynieryjnych,', 'Zapewnienie zgodności z zasadami bezpieczeństwa, standardami i wymogami regulacyjnymi na wszystkich etapach cyklu życia oprogramowania,', 'Bycie na bieżąco z pojawiającymi się zagrożeniami i lukami w zabezpieczeniach oraz ciągła ocena i doskonalenie procesów, narzędzi i technologii związanych z bezpieczeństwem,', 'Pełnienie roli łącznika między zespołami programistów a działem bezpieczeństwa,']"
8865,Kierownik Zespołu/Full Stack Developer z C++,"['\u2003\u2003Przywództwo Zespołu: Zarządzanie i mentoring zespołu programistów, promowanie współpracy i wysokiej wydajności w środowisku pracy.', '\u2003\u2003Zarządzanie Projektami: Nadzór nad pełnym cyklem życia oprogramowania, zapewniając terminową realizację projektów i spełnienie standardów jakości.', '\u2003\u2003Ekspertyza Techniczna: Kierowanie zespołem w tworzeniu aplikacji full stack z wykorzystaniem C++, Python, Django i Qt.', '\u2003\u2003Integracja Uczenia Maszynowego: Prowadzenie inicjatyw z wykorzystaniem TensorFlow i PyTorch do tworzenia rozwiązań opartych na AI.', '\u2003\u2003Zarządzanie Infrastrukturą: Nadzór nad procesami wdrożeniowymi z użyciem Docker oraz utrzymanie systemów opartych na Linuxie.', '\u2003\u2003Zarządzanie Bazami Danych: Zapewnienie optymalnej wydajności baz danych SQL i ich integracji z aplikacjami.', '\u2003\u2003Rozwój API: Nadzór nad projektowaniem i implementacją RESTful API.', '\u2003\u2003Ciągłe Doskonalenie: Aktualizowanie wiedzy na temat pojawiających się technologii i wdrażanie najlepszych praktyk w rozwoju oprogramowania.']"
8866,Senior Business Analyst – Financial Risk Management,"['Act as the liaison between the business stakeholders and technical teams, ensuring business requirements are clearly understood and delivered in technical solutions.', 'Support the ongoing Stress Testing program, which started in 2024, and contribute to the development and implementation of a new stress modeling tool.', 'Assist in the management and enhancement of credit risk models and risk models, understanding their application and impact on business decisions.', 'Utilize financial statement knowledge to analyze and assess risk models and stress testing results.', 'Support the business with the interpretation of data and ensure the alignment of technological solutions with business objectives.', 'Provide insights and suggestions for improvements to technical teams, based on a strong understanding of the code and systems, without direct coding involvement.', 'Key Requirements:']"
8867,"Sr Backend Developer with Golang (US, eCatholic)","['Rozwój nowych funkcjonalności w ramach dobrze zdefiniowanego frameworku REST API.', 'Współpraca z zespołem FE w zakresie nowych funkcji API oraz tworzenie niezbędnej dokumentacji.', 'Poprawki błędów w obrębie istniejącego frameworka.', 'Dodawanie stworzonych funkcjonalności do bibliotek open source.', 'Drobne refaktoryzacje w celu dostosowania kodu do wymagań i wzorców.']"
8868,Senior Technical Support Engineer ( L3 ),"['In this role, you will join a team of out-of-the-box thinkers who are outstanding communicators and relentless about getting things done. ', 'As part of your responsibilities, you will provide support services to Mend customers and prospects by troubleshooting, replicating, and devising workarounds and solutions to customer issues as well as working closely with other departments (R&D, Product Management) to resolve them. ', 'The technical problems you will work on are complex in nature and will constantly push your understanding of computing systems to the next level. ', 'If you are excited about the idea of becoming a part of this team, this is the job for you!']"
8869,Senior Technical Support Engineer ( L3 ),"['In this role, you will join a team of out-of-the-box thinkers who are outstanding communicators and relentless about getting things done. ', 'As part of your responsibilities, you will provide support services to Mend customers and prospects by troubleshooting, replicating, and devising workarounds and solutions to customer issues as well as working closely with other departments (R&D, Product Management) to resolve them. ', 'The technical problems you will work on are complex in nature and will constantly push your understanding of computing systems to the next level. ', 'If you are excited about the idea of becoming a part of this team, this is the job for you!']"
8870,Senior AI Engineer,
8871, Lead DevOps AWS Engineer,"['Manage (and build) projects and hybrid infrastructure;', 'Configure and maintain internal services;', 'Build and maintain monitoring systems;', 'Build and deploy environments;', 'Drive bare-metal deployment;', 'Drive performance and integration testing.']"
8872,Software Backend Developer,"['Contribute to the software development lifecycle, including:', 'Requirement analysis, definition, and estimation.', 'Conducting security impact assessments.', 'Designing and implementing new features.', 'Testing, documentation, and delivering the product.', 'Providing ongoing maintenance and debugging.', 'Investigating and resolving trouble reports.']"
8873,Quality Automation Engineer,"['Implement new, maintain, and update existing automated test cases to adapt to changes in the product and ensure ongoing reliability.', 'Implement and maintain test automation frameworks with a strong emphasis on .NET (C#).', 'Identify, document, and report defects using our Defect Tracking software. Collaborate closely with the development team to ensure timely resolution.', 'Identify potential risks and dependencies in the testing process and work proactively to mitigate them.', 'Develop manual test cases, if needed, that will serve as the basis for automated tests, ensuring comprehensive test coverage of all product aspects.', 'Regularly communicate with R&D teams and Product Owners to align testing efforts with product goals and timelines.']"
